brand,model,year,age_years,mileage_km,fuel_type,transmission,region,accident_history,owners_count,engine_cc,price_krw,export_demand_index
Kia,Carnival,2026,0,2531,Дизель,Автомат,Кёнгидо (Ансан),0,3,2199,41900000,1.078
Hyundai,Sonata,2018,8,99445,Бензин,Автомат,Кёнгидо (Ансан),1,3,1998,4000000,0.616
Genesis,G80,2022,4,73735,LPG,Автомат,Ульсан,0,1,1600,28500000,1.322
Hyundai,Santa Fe,2019,7,100372,LPG,Автомат,Сеул,0,1,1998,7600000,0.929
Hyundai,Santa Fe,2020,6,106233,Дизель,Автомат,Инчхон,0,3,2199,15300000,1.328
Chevrolet,Trailblazer,2020,6,51198,Бензин,Автомат,Ульсан,0,3,1998,9000000,1.129
Hyundai,Sonata,2020,6,75694,Бензин,Автомат,Ульсан,0,2,2999,10300000,1.063
Kia,Carnival,2020,6,65447,Дизель,Автомат,Тэгу,0,2,2199,13700000,1.395
Hyundai,Avante,2023,3,44719,Дизель,Автомат,Ульсан,1,3,1998,11000000,0.697
Hyundai,Santa Fe,2023,3,21774,Бензин,Автомат,Тэгу,0,3,2999,24900000,1.328
Kia,Sportage,2026,0,500,LPG,Автомат,Тэгу,0,2,1998,29600000,0.882
Hyundai,Sonata,2019,7,108540,Дизель,Автомат,Тэгу,0,1,2999,6500000,0.821
Kia,Carnival,2020,6,82794,Бензин,Автомат,Инчхон,0,2,1600,12600000,1.395
Hyundai,Sonata,2016,10,123022,Бензин,Автомат,Кёнгидо (Ансан),1,1,2999,4000000,0.616
Kia,Carnival,2023,3,31478,Бензин,Автомат,Инчхон,0,1,1998,26900000,1.395
Chevrolet,Trailblazer,2021,5,92372,Гибрид,Автомат,Кёнгидо (Ансан),1,2,2999,9500000,0.766
Hyundai,Avante,2022,4,63101,Бензин,Механика,Тэгу,0,3,1600,11700000,0.728
Genesis,G80,2026,0,500,Дизель,Автомат,Ульсан,0,2,2497,54700000,1.129
Renault Korea,QM6,2023,3,51459,Бензин,Автомат,Сеул,0,1,1998,15900000,1.129
Kia,K5,2025,1,10889,Бензин,Автомат,Кёнгидо (Ансан),0,2,2999,22800000,0.821
Hyundai,Tucson,2023,3,57224,Бензин,Автомат,Кёнгидо (Ансан),0,2,1600,20900000,1.195
Genesis,G80,2025,1,15415,Бензин,Автомат,Пусан,0,3,1600,44100000,1.129
Hyundai,Santa Fe,2016,10,158500,Дизель,Автомат,Инчхон,0,1,2199,5700000,1.026
Hyundai,Tucson,2025,1,12709,Бензин,Автомат,Тэгу,0,3,1600,27700000,0.924
Chevrolet,Trailblazer,2021,5,63745,Бензин,Автомат,Сеул,0,3,2199,10600000,1.129
Hyundai,Avante,2021,5,80745,Дизель,Автомат,Тэгу,0,2,2999,7900000,0.93
Genesis,G80,2019,7,116358,Бензин,Автомат,Инчхон,0,1,2497,18000000,1.129
Kia,Sportage,2019,7,167756,Бензин,Автомат,Сеул,0,2,2999,7000000,0.975
Chevrolet,Trailblazer,2018,8,99858,Дизель,Автомат,Инчхон,0,2,1600,4200000,0.872
Kia,K5,2022,4,69364,Бензин,Автомат,Ульсан,0,3,2999,15100000,1.063
Hyundai,Avante,2023,3,53947,Дизель,Механика,Пусан,0,2,2999,11600000,0.728
Kia,Sorento,2018,8,136318,Бензин,Автомат,Инчхон,0,1,2199,5600000,1.026
Renault Korea,QM6,2018,8,91202,LPG,Автомат,Инчхон,0,2,2199,3900000,0.789
Genesis,G80,2025,1,14915,Бензин,Автомат,Инчхон,0,1,1600,50900000,1.129
Hyundai,Tucson,2026,0,1865,Дизель,Автомат,Пусан,0,2,1600,28600000,0.924
Renault Korea,QM6,2025,1,9565,Бензин,Механика,Сеул,0,2,1600,24700000,0.683
Hyundai,Avante,2026,0,500,Дизель,Автомат,Кёнгидо (Ансан),0,1,1600,20300000,0.718
Genesis,G80,2023,3,50713,Гибрид,Автомат,Сеул,1,3,2199,25800000,0.991
Hyundai,Tucson,2016,10,140256,Бензин,Автомат,Инчхон,0,2,2199,4800000,0.924
Ssangyong,Torres,2018,8,118485,Дизель,Автомат,Тэгу,1,1,2199,4500000,0.693
Kia,K5,2025,1,15448,Дизель,Автомат,Пусан,0,2,2199,21800000,0.821
Genesis,G80,2023,3,37063,Бензин,Автомат,Пусан,0,2,1600,34400000,1.461
Ssangyong,Torres,2017,9,146696,Бензин,Автомат,Пусан,0,3,1998,4500000,0.924
Renault Korea,QM6,2019,7,115748,Дизель,Механика,Пусан,0,1,1998,7100000,0.683
Kia,Carnival,2026,0,4541,Бензин,Автомат,Сеул,0,3,2999,42000000,1.078
Hyundai,Tucson,2026,0,500,Бензин,Автомат,Ульсан,0,3,2497,30600000,0.924
Kia,Sorento,2023,3,28777,Гибрид,Автомат,Сеул,1,3,2199,20700000,0.901
Kia,Sportage,2023,3,37006,Гибрид,Автомат,Пусан,0,1,2199,22700000,1.142
Hyundai,Santa Fe,2020,6,72309,Бензин,Автомат,Инчхон,0,1,1600,12400000,1.328
Hyundai,Tucson,2026,0,500,Гибрид,Автомат,Тэгу,0,2,1600,31100000,0.836
Hyundai,Avante,2016,10,142560,Гибрид,Автомат,Кёнгидо (Ансан),0,3,1998,3000000,0.65
Hyundai,Avante,2022,4,40209,Бензин,Автомат,Инчхон,0,2,2199,9000000,0.93
Kia,Sorento,2017,9,149072,Бензин,Автомат,Сеул,0,3,2199,5600000,1.026
Genesis,G80,2018,8,110251,Дизель,Автомат,Инчхон,1,1,2497,8200000,0.847
Ssangyong,Torres,2022,4,74772,Дизель,Автомат,Сеул,0,2,2199,19100000,1.195
Chevrolet,Trailblazer,2020,6,66722,Гибрид,Автомат,Тэгу,0,3,1600,8300000,1.021
Kia,Carnival,2017,9,188707,Дизель,Автомат,Тэгу,0,1,1998,6300000,1.078
Ssangyong,Torres,2026,0,7763,Гибрид,Автомат,Кёнгидо (Ансан),0,3,1600,30300000,0.836
Kia,K5,2017,9,91598,Дизель,Автомат,Ульсан,0,3,1998,3900000,0.821
Ssangyong,Torres,2025,1,20488,Дизель,Автомат,Пусан,0,2,2199,25500000,0.924
Ssangyong,Torres,2024,2,41088,Гибрид,Автомат,Пусан,0,3,1600,21100000,1.082
Chevrolet,Trailblazer,2023,3,52936,Бензин,Автомат,Инчхон,0,1,2497,20600000,1.129
Kia,Sportage,2016,10,114931,Дизель,Автомат,Кёнгидо (Ансан),1,1,1600,4600000,0.731
Hyundai,Avante,2021,5,79133,Бензин,Автомат,Ульсан,0,3,1998,8000000,0.93
Hyundai,Sonata,2024,2,30750,Дизель,Автомат,Пусан,1,2,2999,18800000,0.797
Kia,Carnival,2017,9,102685,Бензин,Автомат,Инчхон,1,2,2497,6300000,0.808
Ssangyong,Torres,2019,7,97791,LPG,Автомат,Тэгу,0,2,1998,7800000,0.836
Hyundai,Tucson,2021,5,73465,Гибрид,Автомат,Пусан,0,3,2497,15600000,1.082
Kia,Sorento,2017,9,149607,Бензин,Автомат,Тэгу,0,1,2199,5600000,1.026
Hyundai,Santa Fe,2024,2,32782,Дизель,Автомат,Инчхон,0,2,1998,29600000,1.328
Ssangyong,Torres,2023,3,36599,Бензин,Автомат,Тэгу,0,3,2999,22900000,1.195
Kia,K5,2026,0,500,Бензин,Автомат,Инчхон,0,2,2999,26700000,0.821
Hyundai,Sonata,2020,6,119571,Гибрид,Автомат,Инчхон,0,1,2199,6600000,0.961
Hyundai,Tucson,2022,4,71493,Бензин,Автомат,Пусан,0,3,2199,16800000,1.195
Renault Korea,QM6,2016,10,147684,Гибрид,Автомат,Кёнгидо (Ансан),1,3,2199,3900000,0.592
Kia,Sorento,2025,1,19958,LPG,Автомат,Кёнгидо (Ансан),0,1,2497,30200000,0.929
Kia,Carnival,2020,6,88394,Бензин,Автомат,Ульсан,0,3,2497,12500000,1.395
Hyundai,Sonata,2026,0,500,Гибрид,Автомат,Сеул,0,3,1600,26200000,0.743
Kia,Carnival,2021,5,49531,Бензин,Автомат,Инчхон,1,1,2199,17000000,1.046
Hyundai,Avante,2022,4,58423,Дизель,Автомат,Тэгу,1,2,2999,8700000,0.697
Kia,Sportage,2021,5,98125,Гибрид,Механика,Пусан,1,1,1998,9100000,0.67
Renault Korea,QM6,2024,2,26131,Дизель,Автомат,Ульсан,0,1,1600,20100000,1.129
Kia,K5,2019,7,117552,Бензин,Автомат,Инчхон,0,1,2199,6300000,0.821
Hyundai,Sonata,2018,8,140454,Дизель,Автомат,Пусан,0,1,1600,4000000,0.821
Hyundai,Tucson,2023,3,62693,Гибрид,Автомат,Сеул,0,2,2199,18400000,1.082
Genesis,G80,2018,8,81525,Дизель,Автомат,Ульсан,0,1,1998,8200000,1.129
Chevrolet,Trailblazer,2018,8,118760,Дизель,Автомат,Сеул,1,2,2999,4200000,0.654
Kia,K5,2026,0,1212,Бензин,Автомат,Инчхон,0,1,1998,27000000,0.821
Kia,Sorento,2026,0,1681,Дизель,Автомат,Инчхон,0,3,1998,36600000,1.026
Kia,K5,2025,1,17570,Бензин,Механика,Кёнгидо (Ансан),0,1,1600,22500000,0.643
Kia,Sportage,2019,7,100018,Дизель,Механика,Инчхон,1,1,1600,4600000,0.572
Ssangyong,Torres,2017,9,130246,Гибрид,Автомат,Пусан,0,1,2199,4500000,0.836
Genesis,G80,2018,8,106373,Бензин,Автомат,Сеул,1,3,2199,8200000,0.847
Kia,K5,2018,8,117627,Бензин,Автомат,Ульсан,0,2,2497,3900000,0.821
Hyundai,Sonata,2023,3,40300,Дизель,Автомат,Тэгу,0,3,1600,17100000,1.063
Ssangyong,Torres,2019,7,144203,Бензин,Автомат,Сеул,0,3,1600,4800000,0.924
Hyundai,Avante,2020,6,84095,Бензин,Автомат,Ульсан,0,3,1600,5000000,0.93
Kia,Sorento,2025,1,5482,Гибрид,Автомат,Сеул,0,2,1998,31500000,0.929
Renault Korea,QM6,2023,3,35098,Бензин,Автомат,Пусан,0,3,2999,18200000,1.129
Kia,K5,2016,10,147759,Дизель,Автомат,Сеул,0,1,2199,3900000,0.821
Kia,Sorento,2024,2,14936,LPG,Механика,Пусан,0,2,2999,25300000,0.941
Hyundai,Avante,2017,9,87747,Дизель,Автомат,Кёнгидо (Ансан),1,2,1998,3000000,0.539
Chevrolet,Trailblazer,2025,1,11445,Бензин,Автомат,Инчхон,0,3,2199,25300000,0.872
Kia,K5,2016,10,101610,Бензин,Автомат,Сеул,1,3,2497,3900000,0.616
Kia,Carnival,2021,5,82318,Бензин,Автомат,Инчхон,0,2,1600,18100000,1.395
Kia,Sportage,2026,0,500,Бензин,Автомат,Тэгу,0,2,1998,32100000,0.975
Hyundai,Tucson,2019,7,92975,Дизель,Автомат,Пусан,1,3,1600,4800000,0.693
Hyundai,Avante,2021,5,56861,Дизель,Автомат,Ульсан,1,2,1998,6100000,0.697
Chevrolet,Trailblazer,2022,4,59931,Бензин,Автомат,Тэгу,0,2,2199,13700000,1.129
Kia,K5,2023,3,52137,Дизель,Автомат,Инчхон,0,1,2497,18700000,1.063
Genesis,G80,2018,8,99396,Бензин,Автомат,Инчхон,0,2,1998,8200000,1.129
Genesis,G80,2022,4,75441,Бензин,Автомат,Пусан,0,2,2999,32600000,1.461
Ssangyong,Torres,2018,8,120905,Бензин,Автомат,Кёнгидо (Ансан),0,3,2199,4500000,0.924
Kia,Sorento,2022,4,43461,Дизель,Автомат,Кёнгидо (Ансан),1,2,2999,14700000,0.996
Hyundai,Santa Fe,2021,5,75777,Дизель,Автомат,Тэгу,1,3,2497,14000000,0.996
Kia,Sportage,2021,5,75108,Дизель,Автомат,Кёнгидо (Ансан),0,3,1998,14100000,1.262
Genesis,G80,2020,6,89208,Бензин,Автомат,Инчхон,0,1,2497,18400000,1.461
Hyundai,Avante,2026,0,500,Дизель,Автомат,Инчхон,1,1,2497,18000000,0.539
Hyundai,Santa Fe,2020,6,113380,Дизель,Автомат,Инчхон,0,3,2999,13200000,1.328
Genesis,G80,2019,7,103232,Дизель,Автомат,Сеул,0,3,2199,10300000,1.129
Renault Korea,QM6,2025,1,12400,Бензин,Автомат,Сеул,0,3,1600,23100000,0.872
Kia,Carnival,2019,7,93690,Дизель,Автомат,Сеул,0,1,1600,8300000,1.078
Kia,Sportage,2026,0,1426,Бензин,Автомат,Тэгу,0,2,2999,29300000,0.975
Hyundai,Sonata,2016,10,143649,Бензин,Автомат,Пусан,0,3,1600,4000000,0.821
Kia,Carnival,2019,7,102686,Дизель,Автомат,Пусан,0,3,2199,9200000,1.078
Ssangyong,Torres,2023,3,36594,Дизель,Автомат,Кёнгидо (Ансан),0,3,1600,20000000,1.195
Kia,K5,2016,10,144449,Гибрид,Автомат,Тэгу,0,2,2199,3900000,0.743
Chevrolet,Trailblazer,2019,7,95911,Бензин,Автомат,Ульсан,0,2,2497,9300000,0.872
Chevrolet,Trailblazer,2025,1,17751,Гибрид,Автомат,Пусан,0,3,1600,25900000,0.789
Hyundai,Santa Fe,2021,5,72691,Дизель,Автомат,Тэгу,0,3,2199,18600000,1.328
Genesis,G80,2026,0,3550,Бензин,Механика,Сеул,0,2,2999,54300000,0.884
Chevrolet,Trailblazer,2022,4,76423,Гибрид,Автомат,Пусан,1,3,2199,12300000,0.766
Ssangyong,Torres,2020,6,104950,Гибрид,Автомат,Ульсан,1,1,1998,7000000,0.811
Hyundai,Tucson,2024,2,31041,Гибрид,Автомат,Сеул,0,3,2199,22800000,1.082
Renault Korea,QM6,2018,8,120214,Гибрид,Автомат,Ульсан,0,1,2199,3900000,0.789
Hyundai,Tucson,2021,5,53408,Бензин,Автомат,Инчхон,0,3,2999,14800000,1.195
Chevrolet,Trailblazer,2020,6,78205,Бензин,Автомат,Кёнгидо (Ансан),0,2,2999,9600000,1.129
Kia,Carnival,2019,7,120131,Бензин,Автомат,Ульсан,0,1,2999,8700000,1.078
Chevrolet,Trailblazer,2019,7,87282,Гибрид,Автомат,Инчхон,0,2,2199,6600000,0.789
Kia,Sorento,2017,9,123903,Бензин,Автомат,Тэгу,0,3,2199,5600000,1.026
Chevrolet,Trailblazer,2025,1,22620,Дизель,Автомат,Пусан,0,1,2999,24800000,0.872
Kia,K5,2023,3,36330,Бензин,Автомат,Инчхон,0,2,1600,16400000,1.063
Renault Korea,QM6,2023,3,51521,Бензин,Автомат,Сеул,1,2,1998,15100000,0.847
Hyundai,Sonata,2023,3,44261,Бензин,Автомат,Инчхон,0,2,2199,16500000,1.063
Kia,K5,2016,10,164290,Дизель,Автомат,Тэгу,0,1,1998,3900000,0.821
Hyundai,Tucson,2023,3,64002,Бензин,Автомат,Инчхон,0,3,2999,20200000,1.195
Hyundai,Tucson,2019,7,114240,Дизель,Автомат,Ульсан,1,1,2199,4800000,0.693
Renault Korea,QM6,2019,7,147090,Гибрид,Автомат,Инчхон,0,3,2199,3900000,0.789
Genesis,G80,2025,1,20670,Дизель,Автомат,Инчхон,0,3,2199,43800000,1.129
Hyundai,Tucson,2026,0,500,Бензин,Автомат,Сеул,0,3,2199,28300000,0.924
Kia,Carnival,2025,1,17580,Бензин,Автомат,Ульсан,0,1,2199,39800000,1.078
Kia,Sportage,2026,0,500,Бензин,Автомат,Пусан,0,2,1998,30500000,0.975
Hyundai,Santa Fe,2026,0,1511,Бензин,Автомат,Инчхон,1,1,2497,31000000,0.77
Kia,Sorento,2024,2,24283,Бензин,Автомат,Инчхон,0,2,2497,27800000,1.328
Kia,K5,2019,7,115888,LPG,Автомат,Сеул,1,1,1600,4100000,0.557
Hyundai,Santa Fe,2020,6,109905,Гибрид,Автомат,Пусан,0,2,2999,15700000,1.202
Ssangyong,Torres,2021,5,66875,Гибрид,Автомат,Тэгу,0,3,2199,12900000,1.082
Chevrolet,Trailblazer,2024,2,32928,Дизель,Автомат,Ульсан,0,1,2999,20500000,1.129
Hyundai,Tucson,2022,4,41609,LPG,Автомат,Кёнгидо (Ансан),0,3,2999,15800000,1.082
Ssangyong,Torres,2025,1,13216,Дизель,Автомат,Ульсан,0,2,1600,26400000,0.924
Hyundai,Avante,2024,2,34216,Гибрид,Автомат,Пусан,1,2,2999,13800000,0.631
Hyundai,Avante,2025,1,10493,Дизель,Автомат,Кёнгидо (Ансан),0,1,2497,16300000,0.718
Hyundai,Santa Fe,2026,0,500,Бензин,Механика,Тэгу,0,3,2497,37900000,0.803
Hyundai,Avante,2022,4,32643,Гибрид,Автомат,Сеул,0,2,1600,12700000,0.841
Hyundai,Santa Fe,2026,0,1849,Гибрид,Автомат,Кёнгидо (Ансан),0,3,2497,36400000,0.929
Hyundai,Santa Fe,2026,0,500,Бензин,Автомат,Пусан,1,3,2999,35200000,0.77
Chevrolet,Trailblazer,2016,10,110911,Дизель,Автомат,Тэгу,0,3,2497,4200000,0.872
Hyundai,Sonata,2022,4,66937,Дизель,Автомат,Тэгу,1,3,2199,11700000,0.797
Ssangyong,Torres,2023,3,59873,Бензин,Автомат,Кёнгидо (Ансан),0,3,1998,20900000,1.195
Kia,Carnival,2017,9,155226,Бензин,Автомат,Кёнгидо (Ансан),0,3,1998,6300000,1.078
Genesis,G80,2018,8,130306,Бензин,Автомат,Кёнгидо (Ансан),0,3,2497,8200000,1.129
Hyundai,Sonata,2024,2,30018,Бензин,Автомат,Сеул,0,2,1998,19200000,1.063
Kia,K5,2020,6,58241,Бензин,Автомат,Сеул,0,2,2999,10400000,1.063
Renault Korea,QM6,2022,4,70495,Дизель,Автомат,Сеул,0,1,2199,13300000,1.129
Genesis,G80,2024,2,30768,Бензин,Автомат,Сеул,0,2,2497,41100000,1.461
Hyundai,Tucson,2018,8,113411,Гибрид,Автомат,Пусан,1,3,2999,4800000,0.627
Hyundai,Santa Fe,2019,7,117328,Бензин,Механика,Пусан,0,1,2999,8900000,0.803
Hyundai,Sonata,2020,6,76218,Дизель,Автомат,Кёнгидо (Ансан),0,1,2199,9500000,1.063
Hyundai,Sonata,2021,5,63369,Гибрид,Автомат,Сеул,0,1,2497,9700000,0.961
Kia,K5,2022,4,71005,Бензин,Автомат,Инчхон,0,3,2199,15200000,1.063
Hyundai,Santa Fe,2023,3,46293,Бензин,Автомат,Ульсан,0,1,2999,24800000,1.328
Hyundai,Santa Fe,2019,7,127432,Бензин,Автомат,Инчхон,0,2,1600,5700000,1.026
Hyundai,Tucson,2018,8,116786,Гибрид,Автомат,Тэгу,0,2,2199,4800000,0.836
Hyundai,Avante,2016,10,167675,Бензин,Автомат,Тэгу,0,3,2497,3000000,0.718
Hyundai,Sonata,2020,6,96445,Бензин,Автомат,Инчхон,0,2,2199,9200000,1.063
Hyundai,Santa Fe,2019,7,121262,Дизель,Автомат,Ульсан,1,1,1998,5700000,0.77
Genesis,G80,2019,7,81925,Дизель,Автомат,Тэгу,0,3,2497,8200000,1.129
Hyundai,Avante,2016,10,158282,Дизель,Автомат,Пусан,0,1,2199,3000000,0.718
Hyundai,Tucson,2018,8,138518,Бензин,Автомат,Пусан,0,1,2199,4800000,0.924
Ssangyong,Torres,2019,7,90028,Гибрид,Автомат,Кёнгидо (Ансан),1,1,1998,4500000,0.627
Ssangyong,Torres,2019,7,104229,Гибрид,Автомат,Инчхон,1,2,2999,4500000,0.627
Kia,K5,2018,8,143252,Дизель,Автомат,Пусан,1,2,1998,3900000,0.616
Hyundai,Tucson,2023,3,57418,Бензин,Автомат,Пусан,0,1,1998,22400000,1.195
Hyundai,Tucson,2020,6,89156,Бензин,Автомат,Пусан,0,2,2199,9300000,1.195
Hyundai,Avante,2016,10,136917,Бензин,Автомат,Инчхон,0,1,2497,3000000,0.718
Kia,Carnival,2022,4,46471,Бензин,Автомат,Сеул,0,3,1600,23300000,1.395
Kia,Sportage,2024,2,27840,Бензин,Автомат,Пусан,0,2,2497,25500000,1.262
Kia,Carnival,2020,6,59181,Бензин,Автомат,Пусан,0,3,2199,12100000,1.395
Kia,Sportage,2017,9,137008,Дизель,Автомат,Тэгу,0,2,2497,4600000,0.975
Kia,Carnival,2026,0,500,Бензин,Автомат,Сеул,0,2,2999,40700000,1.078
Hyundai,Sonata,2023,3,41424,LPG,Автомат,Тэгу,0,3,2497,16000000,0.961
Renault Korea,QM6,2018,8,131327,Дизель,Автомат,Сеул,0,2,1600,3900000,0.872
Kia,Sorento,2025,1,12084,Дизель,Автомат,Кёнгидо (Ансан),0,1,1998,32800000,1.026
Hyundai,Avante,2020,6,118475,Бензин,Автомат,Ульсан,0,3,1600,6400000,0.93
Ssangyong,Torres,2016,10,131015,Бензин,Механика,Тэгу,0,1,1600,4500000,0.723
Chevrolet,Trailblazer,2026,0,592,Гибрид,Автомат,Пусан,0,3,1998,29800000,0.789
Hyundai,Sonata,2022,4,66593,Дизель,Автомат,Кёнгидо (Ансан),0,1,2497,15700000,1.063
